ID	Protein_copy_number	mRNA_copy_number	Protein_half-life_h	mRNA_half-life_h
ENSMUST00000006209	7848.7	17.28	34.47	9.94
ENSMUST00000006217	29791.54	38.53	104.43	8.9
ENSMUST00000107700	29791.54	38.53	104.43	8.9
ENSMUST00000006254	76017.24	32.76	39.86	13.53
ENSMUST00000006293	36665.38	11.25	71.64	3.34
ENSMUST00000006301	2340.34	19.82	19.64	11.27
ENSMUST00000006381	2627.84	22.07	21.21	9.24
ENSMUST00000105784	2627.84	22.07	21.21	9.24
ENSMUST00000105785	2627.84	22.07	21.21	9.24
ENSMUST00000006391	31059.28	4.82	145.06	19.02
ENSMUST00000063191	31059.28	4.82	145.06	19.02
ENSMUST00000006392	15761.46	6.12	126.36	15.08
ENSMUST00000006435	44919.79	18.18	312.44	9.68
ENSMUST00000006439	1770.38	10.28	55.02	8.22
ENSMUST00000098628	1770.38	10.28	55.02	8.22
ENSMUST00000109977	1770.38	10.28	55.02	8.22
ENSMUST00000006444	9975.39	1.37	61.27	14.78
ENSMUST00000006452	7017.52	NA	285.38	NA
ENSMUST00000006462	13429.56	50.74	10.67	12.72
ENSMUST00000006467	260997.26	78.93	98.68	11.26
ENSMUST00000113820	260997.26	78.93	98.68	11.26
ENSMUST00000006496	1730010.59	583.5	172.09	15.3
ENSMUST00000108625	1730010.59	583.5	172.09	15.3
ENSMUST00000108623	1730010.59	583.5	172.09	15.3
ENSMUST00000006544	15388.7	4.93	293.46	27.08
ENSMUST00000006557	8278.68	28	30.52	10.98
ENSMUST00000067896	8278.68	28	30.52	10.98
ENSMUST00000006559	4039.6	11.77	7.16	7.04
ENSMUST00000098500	4039.6	11.77	7.16	7.04
ENSMUST00000006579	164073.4	42.48	54.21	7.28
ENSMUST00000006591	4452.59	7.31	15.43	10.32
ENSMUST00000047486	4452.59	7.31	15.43	10.32
ENSMUST00000115248	4452.59	7.31	15.43	10.32
ENSMUST00000006611	363479.64	100.74	109.95	9.63
ENSMUST00000006614	9722.82	38.53	9.35	5.1
ENSMUST00000006625	74443.78	20.74	199.34	10.9
ENSMUST00000113793	74443.78	20.74	199.34	10.9
ENSMUST00000099998	74443.78	20.74	199.34	10.9
ENSMUST00000006628	7998.06	6.35	22.08	5.82
ENSMUST00000036744	7998.06	6.35	22.08	5.82
ENSMUST00000006629	76654.24	47.85	30.24	19.54
ENSMUST00000011877	76654.24	47.85	30.24	19.54
ENSMUST00000102838	76654.24	47.85	30.24	19.54
ENSMUST00000006692	4463.04	4.72	384.96	10.36
ENSMUST00000006754	33996.06	36.51	28.55	13.31
ENSMUST00000107123	33996.06	36.51	28.55	13.31
ENSMUST00000107115	33996.06	36.51	28.55	13.31
ENSMUST00000107117	33996.06	36.51	28.55	13.31
ENSMUST00000107119	33996.06	36.51	28.55	13.31
ENSMUST00000107121	33996.06	36.51	28.55	13.31
ENSMUST00000079589	33996.06	36.51	28.55	13.31
ENSMUST00000006764	288151.6	93.86	133.57	11.59
ENSMUST00000006774	1014.59	17.86	43.47	8.15
ENSMUST00000107644	1014.59	17.86	43.47	8.15
ENSMUST00000006814	6769.5	18.38	19.15	7.7
ENSMUST00000006838	107939.47	44.62	101.39	16.3
ENSMUST00000006851	6303.68	25.54	12.49	5.61
ENSMUST00000006854	3932.7	24.69	11.24	9.09
ENSMUST00000085044	3932.7	24.69	11.24	9.09
ENSMUST00000006856	12717.37	12.83	29.1	18.83
ENSMUST00000006911	76690.28	178.55	6.96	10.49
ENSMUST00000006915	26621.09	11.58	38.24	5.09
ENSMUST00000006948	9562.08	3.09	80.29	14.18
ENSMUST00000007005	286691.48	25.24	5763.7	11.63
ENSMUST00000043923	286691.48	25.24	5763.7	11.63
ENSMUST00000007007	6840.65	11.26	36.77	2.95
ENSMUST00000007012	177494.31	15.21	403.14	18.06
ENSMUST00000007042	21327.53	43.65	10.25	14.29
ENSMUST00000007130	13355.7	NA	14.42	10.86
ENSMUST00000007131	140353.26	NA	79.8	NA
ENSMUST00000107389	140353.26	NA	79.8	NA
ENSMUST00000007139	2062.62	NA	20.25	4.95
ENSMUST00000007212	159311.58	159.11	56.52	22.2
ENSMUST00000007216	83181.68	50.76	89.35	17.09
ENSMUST00000090023	83181.68	50.76	89.35	17.09
ENSMUST00000007255	10384.75	6.56	58.74	6.99
ENSMUST00000007257	471107.27	161.73	65.36	10.68
ENSMUST00000007266	78990.05	57.27	94.25	8.59
ENSMUST00000087323	78990.05	57.27	94.25	8.59
ENSMUST00000007296	491.77	14.39	11.19	10.19
ENSMUST00000007346	82.79	NA	24.84	NA
ENSMUST00000111243	82.79	NA	24.84	NA
ENSMUST00000007482	20370.43	23.52	29.51	7.96
ENSMUST00000056166	20370.43	23.52	29.51	7.96
ENSMUST00000007602	83335.22	49.51	62.34	13.33
ENSMUST00000112610	83335.22	49.51	62.34	13.33
ENSMUST00000007620	581.02	8.02	38.63	4.31
ENSMUST00000095078	581.02	8.02	38.63	4.31
ENSMUST00000113654	581.02	8.02	38.63	4.31
ENSMUST00000007708	296321.23	91.18	50.36	15.07
ENSMUST00000007747	2812.76	12.79	66.18	7.91
ENSMUST00000007799	658369.38	97.47	461.37	13
ENSMUST00000115456	658369.38	97.47	461.37	13
ENSMUST00000007800	1400.05	15.69	43.14	14.18
ENSMUST00000007814	117596.62	35.6	65.93	9.17
ENSMUST00000007814	21988.93	NA	62.31	NA
ENSMUST00000065744	21988.93	NA	62.31	NA
ENSMUST00000007865	33629.66	37.48	47.61	18.74
ENSMUST00000007921	9400.18	5.74	21.93	3.76
ENSMUST00000109098	9400.18	5.74	21.93	3.76
ENSMUST00000007959	94138.15	67.13	24.24	18.31
ENSMUST00000007980	414979.37	56.2	40.52	13.71
ENSMUST00000007993	46275.49	19.06	39.16	14.23
ENSMUST00000008004	11155.64	19.98	12.39	9.68
ENSMUST00000008035	177992.37	NA	90.42	27.46
ENSMUST00000066401	177992.37	NA	90.42	27.46
ENSMUST00000008036	1075095.07	1671.28	107.36	27.91
ENSMUST00000008131	34806.83	15.7	31.22	8.35
ENSMUST00000008179	1305.1	14.65	5.36	5.17
ENSMUST00000115524	1305.1	14.65	5.36	5.17
ENSMUST00000008280	35807.57	58.12	32.98	4.62
ENSMUST00000008284	3179.5	38.07	22.56	23.06
ENSMUST00000085440	3179.5	38.07	22.56	23.06
ENSMUST00000118808	3179.5	38.07	22.56	23.06
ENSMUST00000008445	4014.81	11.39	26.63	5.3
ENSMUST00000008477	100033.2	28.99	60.67	8.85
ENSMUST00000008517	33204.26	16.18	27.42	16.56
ENSMUST00000108635	33204.26	16.18	27.42	16.56
ENSMUST00000008537	38917.8	23.71	52.81	10.86
ENSMUST00000008579	1907.31	7.39	81.66	4.44
ENSMUST00000008594	99322.78	2.45	139.71	6.35
ENSMUST00000008684	67968.32	18.12	105.04	14.17
ENSMUST00000118091	67968.32	18.12	105.04	14.17
ENSMUST00000120230	67968.32	18.12	105.04	14.17
ENSMUST00000120302	67968.32	18.12	105.04	14.17
ENSMUST00000008733	29360.18	10.14	9.33	7.48
ENSMUST00000012734	29360.18	10.14	9.33	7.48
ENSMUST00000008748	4661.53	24.95	50.73	8.41
ENSMUST00000008812	1714287.34	NA	169.16	NA
ENSMUST00000080443	1714287.34	NA	169.16	NA
ENSMUST00000008826	1588756.72	NA	30.96	NA
ENSMUST00000074085	1588756.72	NA	30.96	NA
ENSMUST00000008893	54453.01	52.82	198.73	12.87
ENSMUST00000008907	3451.2	10.75	71.75	16.37
ENSMUST00000090730	3451.2	10.75	71.75	16.37
ENSMUST00000008991	1130.03	NA	58.36	NA
ENSMUST00000008995	1308.47	6.03	17.83	5.16
ENSMUST00000009003	63357.05	11.92	40.39	16.06
ENSMUST00000009036	177703.84	68.04	185.1	11.51
ENSMUST00000110715	177703.84	68.04	185.1	11.51
ENSMUST00000009039	1219618.62	774.61	46.96	13.62
ENSMUST00000076166	1219618.62	774.61	46.96	13.62
ENSMUST00000079735	1219618.62	774.61	46.96	13.62
ENSMUST00000110385	1219618.62	774.61	46.96	13.62
ENSMUST00000009058	28523.87	23.95	30.18	10.84
ENSMUST00000009099	5698.48	NA	62.51	10.13
ENSMUST00000109727	5698.48	NA	62.51	10.13
ENSMUST00000109723	5698.48	NA	62.51	10.13
ENSMUST00000009120	14992.39	10.45	14.9	9.89
ENSMUST00000114184	14992.39	10.45	14.9	9.89
ENSMUST00000009138	8565.75	10.98	32.37	7.75
ENSMUST00000119274	8565.75	10.98	32.37	7.75
ENSMUST00000069459	8565.75	10.98	32.37	7.75
ENSMUST00000009157	220402.94	33.65	49.78	36.18
ENSMUST00000112090	220402.94	33.65	49.78	36.18
ENSMUST00000078471	220402.94	33.65	49.78	36.18
ENSMUST00000009174	4796.8	5.55	18.49	4.45
ENSMUST00000112940	4796.8	5.55	18.49	4.45
ENSMUST00000009234	33852.11	16.14	86.81	15.36
ENSMUST00000063477	33852.11	16.14	86.81	15.36
ENSMUST00000009256	29812.04	6.8	125.99	13.42
ENSMUST00000009321	309.28	12.11	9.31	6.03
ENSMUST00000115633	309.28	12.11	9.31	6.03
ENSMUST00000009344	863.95	28.5	26.32	10.36
ENSMUST00000009435	17126.6	118.37	8.34	13.65
ENSMUST00000009437	13646.13	34.89	15.71	8.12
ENSMUST00000009530	10847.99	170.06	0.76	15.75
ENSMUST00000115342	10847.99	170.06	0.76	15.75
ENSMUST00000009679	16758.72	4.72	67.94	9.34
ENSMUST00000025427	16758.72	4.72	67.94	9.34
ENSMUST00000009693	158843.45	53.32	33.67	12.24
ENSMUST00000110862	158843.45	53.32	33.67	12.24
ENSMUST00000009699	18628	10.8	32.96	7.52
ENSMUST00000009707	3057.17	10.58	46.77	8.17
ENSMUST00000009713	221.78	4.07	29.85	4.74
ENSMUST00000009789	217811.42	NA	237.74	NA
ENSMUST00000105466	217811.42	NA	237.74	NA
ENSMUST00000092512	217811.42	NA	237.74	NA
ENSMUST00000009791	64363.45	14.01	1365.9	4.34
ENSMUST00000020312	64363.45	14.01	1365.9	4.34
ENSMUST00000010007	76782.29	40.11	133.82	14.7
ENSMUST00000010038	5228.1	16.39	8.8	16.03
ENSMUST00000120940	5228.1	16.39	8.8	16.03
ENSMUST00000010192	8639.77	33.03	14.84	9.03
ENSMUST00000010239	116557.22	76.93	20.89	8.13
ENSMUST00000010241	45329.83	38.62	52.47	6.09
ENSMUST00000010254	14696.28	17.64	26.98	5.69
ENSMUST00000073430	14696.28	17.64	26.98	5.69
ENSMUST00000010278	81042.05	35.18	56.02	9.32
ENSMUST00000010349	24940.01	29.04	25.45	10.67
ENSMUST00000115486	24940.01	29.04	25.45	10.67
ENSMUST00000115487	24940.01	29.04	25.45	10.67
ENSMUST00000010434	1472.62	3.1	18.01	4.08
ENSMUST00000010502	43660.49	19.58	174.41	11.29
ENSMUST00000010520	81121.28	86.76	60.84	12.63
ENSMUST00000010536	28758.27	10.78	22.81	5.19
ENSMUST00000010550	427.7	35.25	37.8	13.1
ENSMUST00000010698	9772.73	16.24	61.26	8.31
ENSMUST00000092912	9772.73	16.24	61.26	8.31
ENSMUST00000100858	9772.73	16.24	61.26	8.31
ENSMUST00000010752	33540.19	22.94	56.68	7.8
ENSMUST00000010899	87458.11	NA	214.22	9.76
ENSMUST00000105909	87458.11	NA	214.22	9.76
ENSMUST00000010974	7962.81	39.92	36.47	8.29
ENSMUST00000011029	31728.95	11.16	140.41	9.76
ENSMUST00000108195	31728.95	11.16	140.41	9.76
ENSMUST00000011055	19561.27	11.72	82.09	10.44
ENSMUST00000011058	7047.79	7.48	67.69	6.75
ENSMUST00000011323	55224.02	177.08	6.25	16.34
ENSMUST00000011398	1837.15	8.15	35.39	5.93
ENSMUST00000101318	1837.15	8.15	35.39	5.93
ENSMUST00000109254	1837.15	8.15	35.39	5.93
ENSMUST00000011492	49136.91	10.4	175.76	12.95
ENSMUST00000011895	270.49	NA	47.15	NA
ENSMUST00000108362	270.49	NA	47.15	NA
ENSMUST00000108363	270.49	NA	47.15	NA
ENSMUST00000108364	270.49	NA	47.15	NA
ENSMUST00000011896	1451294.2	NA	529.93	21.06
ENSMUST00000012028	24667.43	24.46	40.28	12.79
ENSMUST00000012104	2032.25	NA	21.59	1.74
ENSMUST00000012259	2366.58	22.69	10.75	9.64
ENSMUST00000080936	2366.58	22.69	10.75	9.64
ENSMUST00000100120	2366.58	22.69	10.75	9.64
ENSMUST00000012348	356570.44	42.29	3809.6	21.48
ENSMUST00000012393	2552.58	4.77	26.88	7.79
ENSMUST00000035779	2552.58	4.77	26.88	7.79
ENSMUST00000113521	2552.58	4.77	26.88	7.79
ENSMUST00000012440	1512.91	27.6	16.14	4.77
ENSMUST00000012566	29878.97	5.05	42.19	20.89
ENSMUST00000012587	8212.41	10.1	8.49	6.73
ENSMUST00000012627	74202.05	19.05	60.08	8.42
ENSMUST00000012679	43981.23	37.94	59.85	13.61
ENSMUST00000115251	43981.23	37.94	59.85	13.61
ENSMUST00000013130	15791.99	16.62	63.16	6.75
ENSMUST00000013304	67527.37	19.9	99.84	14.2
ENSMUST00000013338	2059.36	13.28	51.01	11.09
ENSMUST00000013559	103615.85	12.41	157.16	4.69
ENSMUST00000013693	9207.5	6.67	31.31	11.12
ENSMUST00000101142	9207.5	6.67	31.31	11.12
ENSMUST00000013737	40776.49	58.9	59.01	15.52
ENSMUST00000013759	3798.47	12.68	52.63	4.65
ENSMUST00000013773	82926.03	37.56	85.59	26.89
ENSMUST00000031049	82926.03	37.56	85.59	26.89
ENSMUST00000013807	3190.71	10.85	132.94	11.85
ENSMUST00000013842	114102.82	25.88	96.11	12.78
ENSMUST00000013845	51717.17	NA	38.46	NA
ENSMUST00000092511	51717.17	NA	38.46	NA
ENSMUST00000013886	1803.2	16.39	82.17	7.4
ENSMUST00000013931	393.02	32.42	22.81	13.83
ENSMUST00000078061	393.02	32.42	22.81	13.83
ENSMUST00000114028	393.02	32.42	22.81	13.83
ENSMUST00000114033	393.02	32.42	22.81	13.83
ENSMUST00000097342	393.02	32.42	22.81	13.83
ENSMUST00000014141	5325.02	7.94	385.37	6.64
ENSMUST00000111295	5325.02	7.94	385.37	6.64
ENSMUST00000014221	77170.83	21.22	33.36	21.11
ENSMUST00000119172	77170.83	21.22	33.36	21.11
ENSMUST00000014263	26869.39	11.13	108.81	24.39
ENSMUST00000073049	26869.39	11.13	108.81	24.39
ENSMUST00000113134	26869.39	11.13	108.81	24.39
ENSMUST00000113135	26869.39	11.13	108.81	24.39
ENSMUST00000113137	26869.39	11.13	108.81	24.39
ENSMUST00000113138	26869.39	11.13	108.81	24.39
ENSMUST00000014290	3622.6	13.1	24.78	11.07
ENSMUST00000014339	42384.34	37.76	16.97	9.67
ENSMUST00000107380	42384.34	37.76	16.97	9.67
ENSMUST00000014370	747102.31	78.88	70.55	9.88
ENSMUST00000014421	7343.79	22.19	15.41	7.49
ENSMUST00000081914	7343.79	22.19	15.41	7.49
ENSMUST00000014438	39923.18	110.04	27.51	14.4
ENSMUST00000014445	41914.2	NA	18.18	NA
ENSMUST00000057649	41914.2	NA	18.18	NA
ENSMUST00000014457	146967.02	210.54	89.96	13.98
ENSMUST00000014499	2884.59	21.44	35.06	20.37
ENSMUST00000110333	2884.59	21.44	35.06	20.37
ENSMUST00000014505	2448	NA	104.73	NA
ENSMUST00000014546	34738.96	14.34	32.71	10.99
ENSMUST00000014640	532.79	13.48	26.97	6.58
ENSMUST00000014642	625.86	22.69	9.7	7.99
ENSMUST00000014684	244093.32	NA	93.85	7.03
ENSMUST00000014695	30379.52	9.66	91.84	10.09
ENSMUST00000014698	2490.09	6.03	157.15	5.87
ENSMUST00000113888	2490.09	6.03	157.15	5.87
ENSMUST00000101241	2490.09	6.03	157.15	5.87
ENSMUST00000014750	135146.31	36.12	296.85	11.15
ENSMUST00000014913	498630.96	119.63	197.99	13.19
ENSMUST00000014922	6999.24	11.58	47.27	7.63
ENSMUST00000015011	71414.58	85.61	72.61	18.94
ENSMUST00000015017	2252.54	19.67	18.83	5.61
ENSMUST00000015100	98693.34	27.9	35.83	8.6
ENSMUST00000015146	666.08	23.36	9.6	19.9
ENSMUST00000067248	666.08	23.36	9.6	19.9
ENSMUST00000015157	3191.46	15.41	48.96	12.5
ENSMUST00000015236	56532.52	93.44	13.27	17.72
ENSMUST00000015256	33668.42	10.38	289.68	7.59
ENSMUST00000015277	3048.66	25.53	6.45	9.39
ENSMUST00000077207	3048.66	25.53	6.45	9.39
ENSMUST00000089025	3048.66	25.53	6.45	9.39
ENSMUST00000015320	27761.3	43.25	51.71	12.17
ENSMUST00000015358	1299.9	5.39	65.87	10.07
ENSMUST00000114601	1299.9	5.39	65.87	10.07
ENSMUST00000015361	60811.21	11.02	55.78	9.3
ENSMUST00000072699	60811.21	11.02	55.78	9.3
ENSMUST00000088874	60811.21	11.02	55.78	9.3
ENSMUST00000114582	60811.21	11.02	55.78	9.3
ENSMUST00000015391	21266.56	8.54	408.95	8.9
ENSMUST00000107665	21266.56	8.54	408.95	8.9
ENSMUST00000015427	5491.68	9.37	13.26	15.6
ENSMUST00000114141	5491.68	9.37	13.26	15.6
ENSMUST00000114142	5491.68	9.37	13.26	15.6
ENSMUST00000114143	5491.68	9.37	13.26	15.6
ENSMUST00000015433	6915.24	12.68	45.32	7.5
ENSMUST00000015434	69639.4	37.01	28.18	7.19
ENSMUST00000015435	55845.83	25.44	181	9.86
ENSMUST00000015501	20556.39	9.95	34.3	8.42
ENSMUST00000113824	20556.39	9.95	34.3	8.42
ENSMUST00000015509	1167.12	NA	59.04	NA
ENSMUST00000015680	8583	NA	15.16	12.89
ENSMUST00000050131	8583	NA	15.16	12.89
ENSMUST00000015725	10244.75	6.55	22.59	5.09
ENSMUST00000015791	3434.43	45.75	7.92	23.74
ENSMUST00000087542	3434.43	45.75	7.92	23.74
ENSMUST00000015796	8287.55	68.34	12.03	12.31
ENSMUST00000015800	3465453	NA	76.26	10.38
ENSMUST00000117557	3465453	NA	76.26	10.38
ENSMUST00000015812	8560.8	28.58	6.74	8.73
ENSMUST00000059099	8560.8	28.58	6.74	8.73
ENSMUST00000015816	6774.81	18.93	32.46	6.39
ENSMUST00000015829	29901.31	6.03	125.91	20.11
ENSMUST00000117518	29901.31	6.03	125.91	20.11
ENSMUST00000015841	1260.82	22.13	17.67	7.32
ENSMUST00000107170	1260.82	22.13	17.67	7.32
ENSMUST00000107171	1260.82	22.13	17.67	7.32
ENSMUST00000015855	11021.46	6.17	112.56	6.02
ENSMUST00000015858	63653.01	91.57	38.3	11.83
ENSMUST00000015877	403950.13	62.42	94.45	9.06
ENSMUST00000015891	3855.21	2.98	83.22	13.53
ENSMUST00000015892	14046.68	21.07	28.45	8.28
ENSMUST00000015893	253154.21	26.49	55.68	20.47
ENSMUST00000015901	3589.78	8.82	36.52	5.25
ENSMUST00000015903	2365.6	36.05	131.53	10.74
ENSMUST00000015920	7299.73	22.93	20.4	3.7
ENSMUST00000102899	7299.73	22.93	20.4	3.7
ENSMUST00000015934	8190.01	15.34	36.03	10.61
ENSMUST00000015948	11356.13	7.92	17.36	25.39
ENSMUST00000015950	58137.47	20.35	602.6	16.68
ENSMUST00000016033	72547.33	22.6	196.37	14.87
ENSMUST00000016072	50099.38	44.46	61.8	16.25
ENSMUST00000110034	50099.38	44.46	61.8	16.25
ENSMUST00000110035	50099.38	44.46	61.8	16.25
ENSMUST00000110037	50099.38	44.46	61.8	16.25
ENSMUST00000016081	246691.79	38.42	204.29	12.52
ENSMUST00000045788	246691.79	38.42	204.29	12.52
ENSMUST00000099477	246691.79	38.42	204.29	12.52
ENSMUST00000016087	5724.26	3.67	49.3	9.47
ENSMUST00000107099	5724.26	3.67	49.3	9.47
ENSMUST00000016105	100491.66	24.73	67.31	8.45
ENSMUST00000016138	27303.58	20.98	87.16	11.33
ENSMUST00000016144	9257.8	NA	56.49	11.1
ENSMUST00000070951	9257.8	NA	56.49	11.1
ENSMUST00000016315	2348.35	NA	2.43	NA
ENSMUST00000016397	2158.7	19.64	28.72	10.57
ENSMUST00000109075	2158.7	19.64	28.72	10.57
ENSMUST00000016400	6455.04	26.69	12.81	15.89
ENSMUST00000016452	42912.9	14.58	11.74	15.29
ENSMUST00000016463	1458041.51	276.79	117.92	14.21
ENSMUST00000016569	37291.44	NA	82.82	13.4
ENSMUST00000038900	37291.44	NA	82.82	13.4
ENSMUST00000016631	11611.98	NA	21.05	11.46
ENSMUST00000111623	11611.98	NA	21.05	11.46
ENSMUST00000016638	65988.77	NA	46.45	20.14
ENSMUST00000110815	65988.77	NA	46.45	20.14
ENSMUST00000016639	42839.74	11.73	302.35	9
ENSMUST00000016654	2568.65	NA	42.52	5.72
ENSMUST00000066675	2568.65	NA	42.52	5.72
ENSMUST00000110564	2568.65	NA	42.52	5.72
ENSMUST00000110566	2568.65	NA	42.52	5.72
ENSMUST00000016672	4982.71	48.33	22.1	12.1
ENSMUST00000016678	136410.61	62.11	303.92	23.16
ENSMUST00000074913	136410.61	62.11	303.92	23.16
ENSMUST00000061755	136410.61	62.11	303.92	23.16
ENSMUST00000016680	3191.55	26.77	16.36	9.73
ENSMUST00000016685	221317.4	75.08	12.74	18.35
ENSMUST00000016763	62521.23	32.81	23.83	6.64
ENSMUST00000016771	899555.34	378.13	59.77	15.69
ENSMUST00000016781	4686.86	15.74	8.65	15.76
ENSMUST00000016901	105961.98	30.14	139.33	17.24
ENSMUST00000016977	3534.72	38.62	54.94	7.97
ENSMUST00000112901	3534.72	38.62	54.94	7.97
ENSMUST00000017065	189926.51	44.84	56.02	8.48
ENSMUST00000017090	7644.01	11.47	24.53	5.31
ENSMUST00000017184	16198.63	6.51	150.6	8.59
ENSMUST00000017188	307526.81	73.19	162.05	11.73
ENSMUST00000043552	307526.81	73.19	162.05	11.73
ENSMUST00000017332	13757.96	8.07	42.96	6.95
ENSMUST00000017354	1940.11	16.52	82	12.35
ENSMUST00000021257	1940.11	16.52	82	12.35
ENSMUST00000100500	1940.11	16.52	82	12.35
ENSMUST00000017365	189213.58	124.63	85.81	14.15
ENSMUST00000017384	672.01	18.34	9.41	4.87
ENSMUST00000017408	2320.2	36.99	20.91	10.43
ENSMUST00000076022	2320.2	36.99	20.91	10.43
ENSMUST00000097781	2320.2	36.99	20.91	10.43
ENSMUST00000017430	44553.53	4.72	145.79	14.26
ENSMUST00000021205	44553.53	4.72	145.79	14.26
ENSMUST00000017435	4447.12	10.52	27	7.83
ENSMUST00000058496	4447.12	10.52	27	7.83
ENSMUST00000017458	52219.08	1.88	67.67	7.64
ENSMUST00000100398	52219.08	1.88	67.67	7.64
ENSMUST00000017548	1208977.54	NA	75.08	NA
ENSMUST00000092425	1208977.54	NA	75.08	NA
ENSMUST00000017572	393629.94	61.05	72.71	5.94
ENSMUST00000017622	4139.85	14.33	77.22	11.28
ENSMUST00000093073	4139.85	14.33	77.22	11.28
ENSMUST00000017629	13829.31	11.13	54.01	15.94
ENSMUST00000017692	6618.05	17.21	21.22	6.26
ENSMUST00000017694	430.76	6.56	263.84	3.03
ENSMUST00000017743	55281.01	NA	75.21	NA
ENSMUST00000017831	9104	9.11	54.46	10.76
ENSMUST00000055056	9104	9.11	54.46	10.76
ENSMUST00000077451	9104	9.11	54.46	10.76
ENSMUST00000092857	9104	9.11	54.46	10.76
ENSMUST00000017859	853.03	NA	32.58	7.26
ENSMUST00000017900	3005.47	14.28	41.54	10.87
ENSMUST00000017904	32801.88	22.85	110.74	28.35
ENSMUST00000103092	32801.88	22.85	110.74	28.35
ENSMUST00000103093	32801.88	22.85	110.74	28.35
ENSMUST00000109319	32801.88	22.85	110.74	28.35
ENSMUST00000109323	32801.88	22.85	110.74	28.35
ENSMUST00000017920	90812.78	36	61.36	6.28
ENSMUST00000093115	90812.78	36	61.36	6.28
ENSMUST00000017920	4043.75	NA	60.51	NA
ENSMUST00000108425	4043.75	NA	60.51	NA
ENSMUST00000017922	36165.73	68.21	142.15	19.67
ENSMUST00000017975	46608.4	16.28	48.35	6.22
ENSMUST00000018050	2003.99	13.46	34.38	7.26
ENSMUST00000109269	2003.99	13.46	34.38	7.26
ENSMUST00000099084	2003.99	13.46	34.38	7.26
ENSMUST00000109266	2003.99	13.46	34.38	7.26
ENSMUST00000088113	2003.99	13.46	34.38	7.26
ENSMUST00000018113	36805.88	14.25	192.74	16.58
ENSMUST00000088041	36805.88	14.25	192.74	16.58
ENSMUST00000018143	40761.55	47.96	21.75	10.06
ENSMUST00000018145	5917.74	NA	13.74	6.23
ENSMUST00000116456	5917.74	NA	13.74	6.23
ENSMUST00000018184	31579.36	67.53	24.5	9.23
ENSMUST00000018186	934403.74	169.08	204.72	19.27
ENSMUST00000057383	934403.74	169.08	204.72	19.27
ENSMUST00000018212	7377.44	8.11	9.66	7.99
ENSMUST00000108039	7377.44	8.11	9.66	7.99
ENSMUST00000018246	11321339.08	NA	93.48	NA
ENSMUST00000051091	11321339.08	NA	93.48	NA
ENSMUST00000079251	11321339.08	NA	93.48	NA
ENSMUST00000091704	11321339.08	NA	93.48	NA
ENSMUST00000110429	11321339.08	NA	93.48	NA
ENSMUST00000110430	11321339.08	NA	93.48	NA
ENSMUST00000018274	30145.69	NA	10.8	6.85
ENSMUST00000070575	30145.69	NA	10.8	6.85
ENSMUST00000096557	30145.69	NA	10.8	6.85
ENSMUST00000100450	30145.69	NA	10.8	6.85
ENSMUST00000117786	30145.69	NA	10.8	6.85
ENSMUST00000122044	30145.69	NA	10.8	6.85
ENSMUST00000106124	30145.69	NA	10.8	6.85
ENSMUST00000018287	1109.08	11.2	10.38	4.8
ENSMUST00000110836	1109.08	11.2	10.38	4.8
ENSMUST00000018304	324.11	12.4	46.79	4.61
ENSMUST00000092735	324.11	12.4	46.79	4.61
ENSMUST00000107541	324.11	12.4	46.79	4.61
ENSMUST00000107545	324.11	12.4	46.79	4.61
ENSMUST00000018315	13594.29	56.46	40.88	5.42
ENSMUST00000018333	106416.54	11.13	68.72	11.07
ENSMUST00000018337	29484.21	12.33	24.42	6.84
ENSMUST00000018343	29084.09	5.36	50.09	8.51
ENSMUST00000018353	1641.9	6.47	18.55	7.04
ENSMUST00000018383	14817.48	5.33	19.65	2.79
ENSMUST00000018430	340090.55	129.35	118.37	13.36
ENSMUST00000018431	36712.23	30.93	11.42	6.31
ENSMUST00000018437	3214814.8	692.25	115.73	16.04
ENSMUST00000108549	3214814.8	692.25	115.73	16.04
ENSMUST00000018449	68505.33	106.48	24.9	17.85
ENSMUST00000102510	68505.33	106.48	24.9	17.85
ENSMUST00000018470	253686.02	59.25	71.39	15.62
ENSMUST00000018476	18867.05	9.92	25.55	8.32
ENSMUST00000067033	18867.05	9.92	25.55	8.32
ENSMUST00000018506	306302.88	NA	9.15	NA
ENSMUST00000018521	375.51	19.53	15.42	6.7
ENSMUST00000018561	27537.8	14.89	50.4	13.49
ENSMUST00000046390	27537.8	14.89	50.4	13.49
ENSMUST00000114537	27537.8	14.89	50.4	13.49
ENSMUST00000114541	27537.8	14.89	50.4	13.49
ENSMUST00000018568	73796.12	29.94	38.15	9.44
ENSMUST00000018572	4377.22	21.42	62.25	7.16
ENSMUST00000107902	4377.22	21.42	62.25	7.16
ENSMUST00000107903	4377.22	21.42	62.25	7.16
ENSMUST00000107904	4377.22	21.42	62.25	7.16
ENSMUST00000018577	24452.67	24.42	39.77	11.44
ENSMUST00000018625	646.63	24.07	5.17	4.82
ENSMUST00000018645	302.3	15.72	23.82	13.32
ENSMUST00000101067	302.3	15.72	23.82	13.32
ENSMUST00000037575	302.3	15.72	23.82	13.32
ENSMUST00000018691	4281.1	11.85	62.8	8.84
ENSMUST00000018709	18903.63	32.37	61.68	10.06
ENSMUST00000108594	18903.63	32.37	61.68	10.06
ENSMUST00000108595	18903.63	32.37	61.68	10.06
